,This is a citation overview for a set of 546 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 47 (Of the 546 documents considered for the h-Index, 47 have been cited at least 47 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
1995,"The role of chloride channels and chlorine ions in regulating the in-vitro chorionic gonadotropin-stimulated maturation of oocytes in the clawed toad | Rol' khlornykh kanalov i ionov khlora v reguliatsii sozrevaniia ootsitov shportsevoi liagushki, stimulirovannogo in vitro khorionicheskim gondaotropinom.","Skoblina M.N., Nikiforova G.P., Kondrat'eva O.T., Huhtaniemi I.",4751450,Ontogenez,26,5,0,0,0,0,0,0
1995,Isolation and characterization of testis-specific cDNAs for luteinizing hormone ?-subunit in the rat,"Zhang F.-P., Rannikko A., Huhtaniemi I.",0006291X,Biochemical and Biophysical Research Communications,210,3,9,2,2,4,0,13
1995,Functional maturation of the pituitary-gonadal axis in the neonatal female rat,"Sokka T.A., Huhtaniemi I.T.",63363,Biology of Reproduction,52,6,16,2,4,6,0,22
1995,Modulation of gonadotropin secretion at the pituitary level by testosterone in gonadotropin-releasing hormone-treated male rats during food deprivation,"Perheentupa A., Bergendahl M., Huhtaniemi I.",63363,Biology of Reproduction,52,4,6,1,0,1,0,7
1995,Induced ablation of gonadotropins in transgenic mice expressing Herpes simplex virus thymidine kinase under the FSH ?-subunit promoter,"Markkula M., Kananen K., Paukku T., Mannisto A., Loune E., Frojdman K., Pelliniemi L.J., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,108, 1-2,8,0,1,1,0,9
1995,"The role of chlorine ions in progesterone production and oocyte maturation induced by a pituitary suspension in the follicles of the common frog | Rol' ionov khlora v obrazovanii progesterona i sozrevanii ootsitov, indutsirovannom suspenzie? gipofizov, v follikulakh traviano? liagushki.","Skoblina M.N., Huhtaniemi I.",4751450,Ontogenez,26,2,0,0,0,0,0,0
1995,Ontogeny of follicle-stimulating hormone receptor gene expression in the rat testis and ovary,"Rannikki A.S., Zhang F.-P., Huhtaniemi I.T.",3037207,Molecular and Cellular Endocrinology,107,2,65,4,1,5,3,73
1995,Mutation in the follicle-stimulating hormone receptor gene causes hereditary hypergonadotropic ovarian failure,"Aittomaki K., Engel A.R., Nieschlag E., Huhtaniemi I., De la Chapelle A., Lucena J.L.D., Pakarinen P., Sistonen P., Tapanainen J., Gromoll J., Kaskikari R., Sankila E.-M., Lehvaslaiho H.",928674,Cell,82,6,359,17,32,49,18,426
1995,"The follicle-stimulating hormone (FSH) ?- and common ?-subunits are expressed in mouse testis, as determined in wild-type mice and those transgenic for the FSH ?-subunit/herpes simplex virus thymidine kinase fusion gene","Markkula M., Hamalainen T., Loune E., Huhtaniemi I.",137227,Endocrinology,136,11,15,4,1,5,0,20
1995,Prevalence of an immunological LH ?-subunit variant in a UK population of healthy women and women with polycystic ovary syndrome,"Rajkhowa M., Talbot J.A., Jones P.W., Pettersson K., Haavisto A.M., Huhtaniemi I., Clayton R.N.",3000664,Clinical Endocrinology,43,3,49,2,2,4,2,55
1995,A novel role for testicular descent; temperature-dependent induction of pertussis toxin-sensitive G(i) protein function in postnatal rat Leydig cells,"Eskola V., Paukku T., Warren D.W., Huhtaniemi I.",137227,Endocrinology,136,10,7,0,0,0,0,7
1995,Occurrence and biological properties of a common genetic variant of luteinizing hormone,"Haavisto A.-M., Pettersson K., Bergendahl M., Virkamaki A., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,80,4,76,3,1,4,2,82
1995,Novel expression of luteinizing hormone subunit genes in the rat testis,"Zhang F.-P., Markkula M., Toppari J., Huhtaniemi I.",137227,Endocrinology,136,7,19,3,2,5,0,24
1995,Diminished luteinizing hormone biopotency in breastfeeding women,"Seron-Ferre M., Vergara M., Garcia-Huidobro V., Huhtaniemi I., Diaz S.",2681161,Human Reproduction,10,11,6,0,0,0,0,6
1995,Protection against procarbazine-induced testicular damage by GnRH-agonist and antiandrogen treatment in the rat,"Kangasniemi M., Wilson G., Huhtaniemi I., Meistrich M.L.",137227,Endocrinology,136,8,32,1,1,2,0,34
1995,Gonadal tumorigenesis in transgenic mice bearing the mouse inhibin ?- subunit promoter/simian virus T-antigen fusion gene: Characterization of ovarian tumors and establishment of gonadotropin-responsive granulosa cell lines,"Kananen K., Markkula M., Rainio E., Su J.-G.J., Hsueh A.J.W., Huhtaniemi I.T.",8888809,Molecular Endocrinology,9,5,59,5,5,10,6,75
1995,"Endocrine, paracrine and autocrine regulation of testicular steroidogenesis","Huhtaniemi I., Toppari J.",652598,Advances in Experimental Medicine and Biology,377, ,23,2,2,4,3,30
1995,Developmental expression of the prolactin receptor gene in rat gonads,"Zhang F.-P., Rannikko A., Toppari J., Bartke A., Huhtaniemi I.",220795,Journal of Endocrinology,147,3,10,1,1,2,0,12
1995,Rapid protection of rat spermatogenic stem cells against procarbazine by treatment with a gonadotropin-releasing hormone antagonist (Nal-Glu) and an antiandrogen (flutamide),"Kangasniemi M., Wilson G., Parchuri N., Huhtaniemi I., Meistrich M.L.",137227,Endocrinology,136,7,42,0,1,1,1,44
1995,"Effects of a long acting somatostatin analog on pituitary, adrenal, and testicular function during rest and acute exercise: Unexpected stimulation of testosterone secretion","Vasankari T., Kujala U., Taimela S., Torma A., Irjala K., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,80,11,13,1,1,2,0,15
1994,What is new about hormones? | Mitä uutta hormoneista?,"Huhtaniemi I., Leinonen P., Lahteenmaki P.",127183,Duodecim,110,10,0,0,0,0,0,0
1994,Health risks associated with the use of anabolic steroids | Anabolisten steroidien käyttöön liittyvät terveysvaarat.,Huhtaniemi I.,127183,Duodecim,110,10,0,0,0,0,0,0
1994,Age-related decreased Leydig cell testosterone production in the Brown Norway rat,"Chen H., Hardy M.P., Huhtaniemi I., Zirkin B.R.",1963635,Journal of Andrology,15,6,57,3,3,6,4,67
1994,Persistent expression of a truncated form of the luteinizing hormone receptor messenger ribonucleic acid in the rat testis after selective Leydig cell destruction by ethylene dimethane sulfonate,"Tena-Sempere M., Zhang F.-P., Huhtaniemi I.",137227,Endocrinology,135,3,37,2,0,2,0,39
1994,Effect of undernutrition on pulsatile luteinizing hormone (LH) secretion in castrate and intact male rats using an ultrasensitive immunofluorometric LH assay,"Dong Q., Bergendahl M., Huhtaniemi I., Handelsman D.J.",137227,Endocrinology,135,2,19,4,2,6,2,27
1994,"Effects of oestrogen treatment on serum gonadotrophin bioactivity, immunoreactivity and isohormone distribution, and on immunoreactive inhibin levels, in prostatic cancer patients","Matikainen T., Haavisto A.-M., Permi J., De Kretser D., Huhtaniemi I.",3000664,Clinical Endocrinology,40,6,10,0,0,0,0,10
1994,Ontogeny of the inhibitory guanine nucleotide-binding regulatory protein in the rat testis: mRNA expression and modulation of LH and FSH action,"Eskola V., Rannikko A., Huhtaniemi I., Warren D.W.",3037207,Molecular and Cellular Endocrinology,102, 1-2,4,2,1,3,1,8
1994,"Transcriptional and translational regulation of LH, prolactin and their testicular receptors by hCG and bromocriptine treatments in adult and neonatal rats","Pakarinen P., Niemimaa T., Huhtaniemi I.T., Warren D.W.",3037207,Molecular and Cellular Endocrinology,101, 1-2,12,2,0,2,0,14
1994,Sex difference in the action of activin-A on cell proliferation of differentiating rat gonad,"Kaipia A., Toppari J., Huhtaniemi I., Paranko J.",137227,Endocrinology,134,5,28,2,1,3,0,31
1994,Ontogeny of luteinizing hormone receptor gene expression in the rat testis,"Zhang F.-P., Hamalainen T., Kaipia A., Pakarinen P., Huhtaniemi I.",137227,Endocrinology,134,5,60,4,2,6,2,68
1994,The time since castration influences the effects of short-term starvation on gonadotrophin secretion in male rats,"Bergendahl M., Huhtaniemi I.",220795,Journal of Endocrinology,143,2,14,1,0,1,0,15
1994,Effects of recombinant human FSH in immature hypophysectomized male rats: Evidence for Leydig cell-mediated action on spermatogenesis,"Matikainen T., Toppari J., Vihko K.K., Huhtaniemi I.",220795,Journal of Endocrinology,141,3,17,0,0,0,0,17
1994,The effect of epitestosterone on gonadotrophin synthesis and secretion,"Lapcik O., Perheentupa A., Bicikova M., Huhtaniemi I., Hampl R., Starka L.",220795,Journal of Endocrinology,143,2,7,0,0,0,0,7
1994,Circulating bioactive and immunoreactive recombinant human follicle stimulating hormone (Org 32489) after administration to gonadotropin- deficient subjects,"Matikainen T., De Leeuw R., Mannaerts B., Huhtaniemi I.",150282,Fertility and Sterility,61,1,36,2,0,2,1,39
1994,"Pituitary-gonadal interactions in perinatal rats: Relationships of plasma luteinizing hormone and testosterone concentrations, and pituitary levels of LH subunit mRNAs","Pakarinen P., Proshlyakova E., Huhtaniemi I.",283835,Neuroendocrinology,60,1,12,0,1,1,1,14
1994,Fetal testis - A very special endocrine organ,Huhtaniemi I.,8044643,European Journal of Endocrinology,130,1,45,8,0,8,4,57
1994,Functional analysis of spermatocyte-specific hst70 gene promoter in transgenic mice.,"Widlak W., Markkula M., Krawczyk Z., Huhtaniemi I.",0001527X,Acta Biochimica Polonica,41,2,5,2,0,2,1,8
1994,Lipid peroxidation and antioxidant enzyme activities in the rat testis after cigarette smoke inhalation or administration of polychlorinated biphenyls or polychlorinated naphthalenes,"Peltola V., Mantyla E., Huhtaniemi I., Ahotupa M.",1963635,Journal of Andrology,15,4,35,1,4,5,0,40
1994,Anabolic-androgenic steroids - A double-edged sword?,Huhtaniemi I.,1056263,International Journal of Andrology,17,2,7,0,0,0,0,7
1993,Biphasic effect of exogenous testosterone on follicle-stimulating hormone gene expression and synthesis in the male rat,"Perheentupa A., De Jong F., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,93,2,16,0,0,0,0,16
1993,"Age-related variation of follicle-stimulating hormone-stimulated cAMP production, protein kinase C activity and their interactions in the rat testis","Eskola V., Nikula H., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,93,2,15,1,0,1,0,16
1993,A supersensitive immunofluorometric assay for rat luteinizing hormone,"Haavisto A.-M., Pettersson K., Bergendahl M., Perheentupa A., Roser J.F., Huhtaniemi I.",137227,Endocrinology,132,4,113,5,7,12,8,133
1993,Metabolism of progesterone and testosterone in human parotid and submandibular salivary glands in vitro,"Blom T., Ojanotko-Harri A., Laine M., Huhtaniemi I.",9600760,Journal of Steroid Biochemistry and Molecular Biology,44,1,7,0,0,0,1,8
1993,Pituitary-gonadal response to gonadotropin-releasing hormone stimulation is enhanced in men after strenuous physical exercise,"Vasankari T.J., Kujala U.M., Taimela S., Huhtaniemi I.T.",15598,Acta Endocrinologica,129,1,9,0,1,1,0,10
1993,The role of cAMP in suppressing the maturation of follicle-enclosed oocytes in the common frog and the clawed toad after their treatment with actinomycin D | Rol' tsAMF v podavlenii sozrevaniia okruzhennykh follikuliarnymi kletkami ootsitov traviano? i shportsevo? liagushek posle obrabotki ikh aktinomitsinom D.,"Skoblina M.N., Matikainen T., Huhtaniemi I.",4751450,Ontogenez,24,1,0,0,0,0,0,0
1993,"The effect of ski training at altitude and racing on pituitary, adrenal and testicular function in men","Vasankari T.J., Rusko H., Kujala U.M., Huhtaniemi I.T.",3015548,European Journal of Applied Physiology and Occupational Physiology,66,3,7,0,0,0,0,7
1993,Comparison of effects of 0.5 and 3.0 Gy X-irradiation on lipid peroxidation and antioxidant enzyme function in rat testis and liver,"Peltola V., Parvinen M., Huhtaniemi I., Kulmala J., Ahotupa M.",1963635,Journal of Andrology,14,4,19,1,0,1,0,20
1993,Acute fasting is ineffective in suppressing pituitary-gonadal function of pubertal male rats,"Bergendahl M., Huhtaniemi I.",29513,American Journal of Physiology - Endocrinology and Metabolism,264,5,6,0,0,0,0,6
1993,The FSH-?-subunit promoter directs the expression of Herpes simplex virus type 1 thymidine kinase to the testis of transgenic mice,"Markkula M.A., Hamalainen T.M., Zhang F., Kim K.E., Maurer R.A., Huhtaniemi I.T.",3037207,Molecular and Cellular Endocrinology,96, 1-2,9,1,0,1,0,10
1993,Effects of endurance training on hormonal responses to prolonged physical exercise in males,"Vasankari T.J., Kujala U.M., Heinonen O.J., Huhtaniemi I.T.",15598,Acta Endocrinologica,129,2,14,1,3,4,1,19
1993,Differential regulation of FSH and inhibin gene expression and synthesis by testosterone in immature and mature male rats,"Perheentupa A., Bergendahl M., De Jong F.H., Huhtaniemi I.",220795,Journal of Endocrinology,137,1,3,0,0,0,0,3
1992,The bio/immuno ratio of plasma luteinizing hormone does not change during the endogenous secretion pulse: Reanalysis of the concept using improved immunometric techniques,"Huhtaniemi I., Ding Y.-Q., Tahtela R., Valimaki M.",0021972X,Journal of Clinical Endocrinology and Metabolism,75,6,17,1,0,1,0,18
1992,Short-term starvation decreases POMC mRNA but does not alter GnRH mRNA in the brain of adult male rats,"Bergendahl M., Wiemann J.N., Clifton D.K., Huhtaniemi I., Steiner R.A.",283835,Neuroendocrinology,56,6,56,2,2,4,0,60
1992,Ontogeny of gonadotropin action in the rat ovary.,"Sokka T.A., Hamalainen T.M., Huhtaniemi I.T.",8675910,Journal of physiology and pharmacology : an official journal of the Polish Physiological Society,43,4,2,0,0,0,0,2
1992,Differing responses of plasma bioactive and immunoreactive follicle- stimulating hormone and luteinizing hormone to gonadotropin-releasing hormone antagonist and agonist treatments in postmenopausal women,"Matikainen T., Ding Y.-Q., Vergara M., Huhtaniemi I., Couzinet B., Schaison G.",0021972X,Journal of Clinical Endocrinology and Metabolism,75,3,28,1,0,1,1,30
1992,Impaired detoxification of reactive oxygen and consequent oxidative stress in experimentally cryptorchid rat testis,"Ahotupa M., Huhtaniemi I.",63363,Biology of Reproduction,46,6,37,1,2,3,3,43
1992,An immunologically anomalous luteinizing hormone variant in a healthy woman,"Pettersson K., Ding Y.-Q., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,74,1,61,2,2,4,1,66
1992,Functional LH receptor appears in the neonatal rat ovary after changes in the alternative splicing pattern of the LH receptor mRNA,"Sokka T., Hamalainen T., Huhtaniemi I.",137227,Endocrinology,130,3,39,1,0,1,0,40
1992,"Age-related discrepancies between serum and pituitary gonadotrophin, and pituitary gonadotrophin subunit mRNA responses to castration and testosterone replacement in male rats","Pakarinen P., Huhtaniemi I.",220795,Journal of Endocrinology,135,3,3,0,0,0,0,3
1992,Development of gonadal feedback regulation of gonadotropin gene expression and secretion in female rats,"Pakarinen P.A., Huhtaniemi I.T.",15598,Acta Endocrinologica,127,5,4,0,1,1,0,5
1992,"The murine luteinizing hormone and follicle-stimulating hormone receptor genes: Transcription initiation sites, putative promoter sequences and promoter activity","Huhtaniemi I.T., Eskola V., Pakarinen P., Matikainen T., Sprengel R.",3037207,Molecular and Cellular Endocrinology,88, 1-3,48,4,2,6,0,54
1992,"Fetal Leydig cells: Cellular origin, morphology, life span, and special functional features","Huhtaniemi I., Pelliniemi L.J.",379727,Proceedings of the Society for Experimental Biology and Medicine,201,2,60,9,7,16,6,82
1992,Effect of chronic ethanol diet on expression of gonadotropin genes in the male rat,"Salonen I., Pakarinen P., Huhtaniemi I.",223565,Journal of Pharmacology and Experimental Therapeutics,260,2,14,3,1,4,0,18
1992,Antioxidant enzyme activity in the maturing rat testis,"Peltola V., Huhtaniemi I., Ahotupa M.",1963635,Journal of Andrology,13,5,40,6,6,12,3,55
1992,Follow-up of ovarian endocrine function in premenopausal women after hysterectomy by daily measurements of salivary progesterone,"Vuorento T., Maenpaa J., Huhtaniemi I.",3000664,Clinical Endocrinology,36,5,7,0,1,1,0,8
1992,Daily levels of salivary progesterone during menstrual cycle in adolescent girls,"Vuorento T., Huhtaniemi I.",150282,Fertility and Sterility,58,4,9,1,0,1,0,10
1991,Salivary progesterone measurements reveal corpus luteum defects which respond poorly to hormonal treatments in operated mild and moderate endometriosis,"Vuorento T.I.A., Hovatta O., Huhtaniemi I.T.",2681161,Human Reproduction,6,9,0,0,0,0,0,0
1991,Molecular aspects of the ontogeny of pituitary and gonadal function,"Huhtaniemi I.T., Pakarinen P., Sokka T., Kolho K.-L., Eskola V., Warren D.W.",778923,Annals of the New York Academy of Sciences,626, ,1,0,1,1,0,2
1991,Receptors of glycoprotein hormones | Glykoproteiinihormonien reseptorit.,"Rajaniemi H.J., Petaja-Repo U.E., Huhtaniemi I.",127183,Duodecim,107,5,0,0,0,0,0,0
1991,Is contraceptive injection for men possible after all? | Miehen ehkäisyruiske sittenkin mahdollinen?,"Huhtaniemi I., Niemi M., Hovatta O., Kurunmaki H.",127183,Duodecim,107,6,0,0,0,0,0,0
1991,Stage- and cell-specific gene expression and hormone regulation of the seminiferous epithelium,"Toppari J., Kangasniemi M., Kaipia A., Mali P., Huhtaniemi I., Parvinen M.",7410581,Journal of Electron Microscopy Technique,19,2,14,1,1,2,0,16
1991,Patterns of pulsatile luteinizing hormone and follicle-stimulating hormone secretion in prepubertal (midchildhood) boys and girls and patients with idiopathic hypogonadotropic hypogonadism (Kallmann's syndrome): A study using an ultrasensitive time-resolved immunofluorometric assay,"Wu F.C.W., Butler G.E., Kelnar C.J.H., Stirling H.F., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,72,6,56,0,0,0,0,56
1991,Preponderance of basic isoforms of serum luteinizing hormone (LH) is associated with the high bio/immuno ratio of LH in healthy women and in women with polycystic ovarian disease,"Ding Y.-Q., Huhtaniemi I.",2681161,Human Reproduction,6,3,20,1,1,2,0,22
1991,Starvation-induced suppression of pituitary-testicular function in rats is reversed by pulsatile gonadotropin-releasing hormone substitution,"Bergendahl M., Perheentupa A., Huhtaniemi I.",63363,Biology of Reproduction,44,3,25,3,1,4,0,29
1991,Local regulation of seminiferous epithelium: the role of cytokines.,"Parvinen M., Kangasniemi M., Kaipia A., Mali P., Soder O., Pollanen P., Toppari J., Huhtaniemi I., Ritzen E.M.",3766160,"Bulletin de l""Association des anatomistes",75,228,0,0,0,0,0,0
1991,"Summary of the 6yh European Workshop on Molecular and Cellular Endocrinology of the Testis. Mariehamn, Aland, May 23-26, 1990","Huhtaniemi I., Ritzen E.M.",3037207,Molecular and Cellular Endocrinology,75,3,0,0,0,0,0,0
1991,Neither exogenous nor endogenous GnRH stimulation alters the bio/immuno ratio of serum LH in healthy women and in polycystic ovarian disease,"Ding Y.-Q., Anttila L., Ruutiainen K., Erkkola R., Irjala K., Huhtaniemi I.",16349,Acta Obstetricia et Gynecologica Scandinavica,70,3,2,0,0,0,0,2
1991,Discordant levels of serum bioactive LH in man as measured in different in-vitro bioassay systems using rat and mouse interstitial cells and human granulosa-luteal cells,"Ding Y.-Q., Ranta T., Nikkanen V., Huhtaniemi I.",220795,Journal of Endocrinology,128,1,6,0,0,0,0,6
1991,Combination of a GnRH agonist with an antiandrogen or bromocriptine in the treatment of prostatic cancer; slight potentiation of antigonadal effects,"Huhtaniemi I., Parvinen M., Venho P., Rannikko S.",1056263,International Journal of Andrology,14,5,5,0,0,0,0,5
1991,Response of circulating gonadotropin levels to GnRH agonist treatment in prostatic cancer,"Huhtaniemi I., Venho P., Jacobi G., Rannikko S.",1963635,Journal of Andrology,12,1,8,0,0,0,1,9
1991,"Clinical features and circulating gonadotropin, insulin, and androgen interactions in women with polycystic ovarian disease","Anttila L., Erkkola R., Ding Y.-Q., Irjala K., Ruutiainen K., Huhtaniemi I.",150282,Fertility and Sterility,55,6,39,2,1,3,1,43
1991,Carbohydrate ingestion during prolonged running exercise results in an increase of serum cortisol and decrease of gonadotrophins,"Vasankari T.J., Kujala U.M., Viljanen T.T., Huhtaniemi I.T.",16772,Acta Physiologica Scandinavica,141,3,1,0,0,0,0,1
1991,Monoclonal antibody-based discrepancies between two-site immunometric tests for lutropin,"Pettersson K., Ding Y.-Q., Huhtaniemi I.",99147,Clinical Chemistry,37, 10 I,14,0,0,0,0,14
1990,Fetal testicular androgens make the male fetus masculine | Fetala testikelandrogener gör pojkfostret maskulint.,Huhtaniemi I.,237205,Lakartidningen,87,49,0,0,0,0,0,0
1990,"The pulsatile secretion of gonadotropins and growth hormone, and the biological activity of luteinizing hormone in men acutely intoxicated with ethanol","Valimaki M., Tuominen J.A., Huhtaniemi I., Ylikahri R.",1456008,Alcoholism: Clinical and Experimental Research,14,6,20,4,0,4,1,25
1990,Testicular responsiveness to hCG during infancy measured by salivary testosterone,"Dunkel L., Huhtaniemi I.",15598,Acta Endocrinologica,123,6,1,0,0,0,0,1
1990,Hormones as regulators of cell growth | Hormonit solujen kasvun säätelijöinä.,Huhtaniemi I.,127183,Duodecim,106,3,0,0,0,0,0,0
1990,Contraceptive efficacy of testosterone-induced azoospermia in normal men,"Zhang G.-Y., Handelsman D.J., Farley T.M.M., Hazelden C., Peregoudov A., Waites G.M.H., Li G.-Z., Wu F.C.W., Baker H.W.G., Wang X.-H., Soufir J.C., Huhtaniemi I., Paulsen C.A., Gottlieb C.",1406736,Lancet,336,8721,210,8,2,10,8,228
1990,Ontogeny of pituitary-gonadal interactions. Current advances and controversies,"Huhtaniemi I.T., Warren D.W.",10432760,Trends in Endocrinology and Metabolism,1,7,10,0,0,0,0,10
1990,Measurements of salivary progesterone throughout the menstrual cycle in women suffering from unexplained infertility remeal hig frequency of luteal phase defects,"Vuorento T., Hovatta O., Kurunmaki H., Ratsula K., Huhtaniemi I.",150282,Fertility and Sterility,54,2,1,1,0,1,0,2
1990,Testosterone micromilieu in staged rat seminiferous tubules,"Parvinen M., Huhtaniemi I.",224731,Journal of Steroid Biochemistry,36,4,3,0,0,0,0,3
1990,The ratios of serum bioactive/immunoreactive luteinizing hormone and follicle-stimulating hormone in various clinical conditions with increased and decreased gonadotropin secretion: Reevaluation by a highly sensitive immunometric assay,"Jaakkola T., Ding Y.-Q., Kellokumpu-Lehtinen P., Valavaara R., Martikainen H., Tapanainen J., Ronnberg L., Huhtaniemi I.",0021972X,Journal of Clinical Endocrinology and Metabolism,70,6,44,1,0,1,1,46
1990,Protein kinase C and G(i)-protein mediated modulation of cAMP production in different stages of the rat seminiferous epithelium,"Nikula H., Vihko K., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,70,3,7,1,0,1,0,8
1990,Modulation of basal and FSH-dependent cyclic AMP production in rat seminiferous tubules staged by an improved transillumination technique,"Kangasniemi M., Kaipia A., Mali P., Toppari J., Huhtaniemi I., Parvinen M.",0003276X,Anatomical Record,227,1,38,1,1,2,1,41
1990,The bio/immuno ratio of serum luteinizing hormone increases after orchiectomy in prostatic cancer patients and is associated with decreased molecular weight and appearance of isohormones with alkaline pI values,"Haavisto A.-M., Simberg N., Huhtaniemi I.",63363,Biology of Reproduction,42,4,6,0,0,0,0,6
1990,Effects of chronic ethanol diet on pituitary-testicular function of the rat,"Salonen I., Huhtaniemi I.",63363,Biology of Reproduction,42,1,38,3,2,5,1,44
1990,Pituitary and gonadal function during physical exercise in the male rat,"Harkonen M., Naveri H., Kuoppasalmi K., Huhtaniemi I.",224731,Journal of Steroid Biochemistry,35,1,8,0,1,1,0,9
1990,Cellular regulation of follicle-stimulating hormone (FSH) binding in rat seminiferous tubules,"Kangasniemi M., Kaipia A., Toppari J., Perheentupa A., Huhtaniemi I., Parvinen M.",1963635,Journal of Andrology,11,4,29,1,0,1,1,31
1990,Gonadotrophin-releasing hormone and human chorionic gonadotrophin tests reveal that both hypothalamic and testicular endocrine functions are suppressed during acute prolonged physical exercise,"Kujala U.M., Alen M., Huhtaniemi I.T.",3000664,Clinical Endocrinology,33,2,22,0,1,1,1,24
1990,Differential response of luteinizing hormone receptor and steroidogenic enzyme gene expression to human chorionic gonadotropin stimulation in the neonatal and adult rat testis,"Pakarinen P., Vihko K.K., Voutilainen R., Huhtaniemi I.",137227,Endocrinology,127,5,15,1,0,1,0,16
1990,Ontogeny of gonadotrophin receptors and gonadotrophin-stimulated cyclic AMP production in the neonatal rat ovary,"Sokka T., Huhtaniemi I.",220795,Journal of Endocrinology,127,2,38,2,0,2,0,40
1990,LH measurements by in vitro bioassay and a highly sensitive immunofluorometric assay improve the distinction between boys with constitutional delay of puberty and hypogonadotropic hypogonadism,"Haavisto A.-M., Dunkel L., Pettersson K., Huhtaniemi I.",313998,Pediatric Research,27,3,27,0,0,0,0,27
1990,Gonadotropin gene expression and secretion in gonadotropin-releasing hormone antagonist-treated male rats: Effect of sex steroid replacement,"Perheentupa A., Huhtaniemi I.",137227,Endocrinology,126,6,11,0,0,0,0,11
1989,Pituitary-gonadal function in the fetus and neonate,"Huhtaniemi I., Pakarinen P., Sokka T., Kolho K.-L.",,Control of the onset of puberty III: proceedings of the 3rd International Conference of the control of the onset of puberty. ICS861,, ,2,0,0,0,0,2
1989,Gonadotropin-releasing hormone agonist analog therapy effective in ovarian granulosa cell malignancy,"Martikainen H., Penttinen J., Huhtaniemi I., Kauppila A.",908258,Gynecologic Oncology,35,3,19,1,3,4,0,23
1989,Neonatal treatment of male rats with a gonadotropin-releasing hormone antagonist results in altered function of the pituitary-testicular axis in adult age,"Kolho K.-L., Huhtaniemi I.",63363,Biology of Reproduction,41,6,2,0,0,0,0,2
1989,Daily measurements of salivary progesterone reveal a high rate of anovulation in healthy students,"Vuorento T., Lahti A., Hovatta O., Huhtaniemi I.",365513,Scandinavian Journal of Clinical and Laboratory Investigation,49,4,43,0,2,2,0,45
1989,"A rat seminiferous epithelial factor that inhibits Leydig cell cAMP and testosterone production: Mechanism of action, stage-specific secretion, and partial characterization","Vihko K.K., Huhtaniemi I.",3037207,Molecular and Cellular Endocrinology,65, 1-2,6,0,0,0,0,6
1989,Suppression and recovery of pituitary gonadotrophin secretion in intact and orchidectomized rats treated neonatally with a gonadotrophin-releasing hormone antagonist,"Kolho K.-L., Huhtaniemi I.",220795,Journal of Endocrinology,122,2,0,0,0,0,0,0
1989,Endocrine function and regulation of the fetal and neonatal testis,Huhtaniemi I.,2146282,International Journal of Developmental Biology,33,1,0,0,0,0,0,0
1989,Effects of protein kinase C activation on cyclic AMP and testosterone production of rat Leydig cells in vitro,"Nikula H., Huhtaniemi I.",15598,Acta Endocrinologica,121,3,7,1,1,2,0,9
1989,"Effect of short-term starvation on reproductive hormone gene expression, secretion and receptor levels in male rats","Bergendahl M., Perheentupa A., Huhtaniemi I.",220795,Journal of Endocrinology,121,3,30,4,2,6,1,37
1989,Human serum LH inhibitor(s): Behaviour and contribution to in vitro bioassay of LH using dispersed mouse Leydig cells,"Ding Y.-Q., Huhtaniemi I.",15598,Acta Endocrinologica,121,1,14,0,0,0,0,14
1989,Suppression of pituitary-testis function in rats treated neonatally with a gonadotrophin-releasing hormone agonist and antagonist: Acute and long-term effects,"Kolho K.-L., Huhtaniemi I.",220795,Journal of Endocrinology,123,1,4,0,0,0,0,4
1989,Rapid Leydig cell proliferation and luteinizing hormone receptor replenishment in the neonatal rat testis after a single injection of human chorionic gonadotropin,"Kuopio T., Pelliniemi L.J., Huhtaniemi I.",63363,Biology of Reproduction,40,1,5,1,0,1,1,7
1989,Testicular immunosuppressive peptide,"Pollanen P., Soder O., Uksila J., Nikula H., Kaipia A., Kangasniemi M., Punnonen J., Huhtaniemi I., Parvinen M.",411345,Transplantation Proceedings,21, 1 I,1,0,0,0,0,1
1989,Developmental stages of fetal-type Leydig cells in prepubertal rats,"Kuopio T., Tapanainen J., Pelliniemi L.J., Huhtaniemi I.",9501991,Development,107,2,24,0,1,1,1,26
1989,Pertussis toxin enhances follicle-stimulating hormone-stimulated cAMP production in rat seminiferous tubules in a stage-dependent manner,"Huhtaniemi I., Nikula H., Parvinen M.",3037207,Molecular and Cellular Endocrinology,62,1,7,1,0,1,0,8
1989,Steroid sulfates in testis tissue of prostatic cancer patients treated for six months with the gonadotropin releasing hormone agonist buserelin,"Huhtaniemi I., Rannikko S., Orava M., Vihko R.",224731,Journal of Steroid Biochemistry,32,6,0,0,0,0,0,0
