Author	Period	Full Name	ID	Time Period	h index	Number of publications 	Number of citations 	Degree 	Betweenness 	Closeness 	Eigenvector 	Clustering Coefficient	Strength	Constraint	Effective Size	Efficiency	Academic Tenure 0 = lecturer, 1 = senior lecturer, 2 = reader, 3 = professor	Clinical Activity(1=clinician, 0=non clinician)	Department 1 = Clinical Sciences, 2 = Kennedy Institue of Rheumatology, 3 = Medicine, 4 = NHLI, 5 = School of Public Health, 6 = Surgery and Cancer	 No.Auth.Mean	  No.Auth.Min	   No.Auth.Q1	   No.Auth.Q2	   No.Auth.Q3	  No.Auth.Max	 Team.Mean	  Team.Min	   Team.Q1	   Team.Q2	   Team.Q3	  Team.Max	  All.1st	 All.Last	  All.2nd	 All.PenU	All.Other	All.Total	     All.1st%	     All.Last%	     All.2nd%	     All.PenU%	     All.Other%	     All.Total%	Solo.Total	     Solo.Total%	  Team.1st	 Team.Last	  Team.2nd	 Team.PenU	Team.Other	Team.Total	     Team.1st%	     Team.Last%	     Team.2nd%	     Team.PenU%	     Team.Other%	     Team.Total%	  NAlphaTeam.1st	 NAlphaTeam.Last	  NAlphaTeam.2nd	 NAlphaTeam.PenU	NAlphaTeam.Other	NAlphaTeam.Total	     NAlphaTeam.1st%	     NAlphaTeam.Last%	     NAlphaTeam.2nd%	     NAlphaTeam.PenU%	     NAlphaTeam.Other%	     NAlphaTeam.Total%	  AlphaTeam.1st	 AlphaTeam.Last	  AlphaTeam.2nd	 AlphaTeam.PenU	AlphaTeam.Other	AlphaTeam.Total	     AlphaTeam.1st%	     AlphaTeam.Last%	     AlphaTeam.2nd%	     AlphaTeam.PenU%	     AlphaTeam.Other%	     AlphaTeam.Total%
Dr Rezek, I.	1	Rezek, Dr Iead	80.0	1.0	1.0	3.0	8.0	0.0018325355695154	0.00674328110324954	0.0081857299971437	0.00266034801390323	0.5	7.0	0.41721720110096	3.78571428571428	0.757142857142857	0.0	0.0	3.0	         3.33	            3	            3	            3	            4	            4	      3.33	         3	         3	         3	         4	         4	        2	        1	        0	        0	        0	        3	         0.67	          0.33	         0.00	          0.00	           0.00	           1.00	         0	                 0.00	         2	         1	         0	         0	         0	         3	          0.67	           0.33	          0.00	           0.00	            0.00	            1.00	               2	               1	               0	               0	               0	               3	                0.67	                 0.33	                0.00	                 0.00	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rezek, I.	2	Rezek, Dr Iead	80.0	2.0	3.0	7.0	42.0	0.00141290389427711	0.0107584258184132	0.00473702225414251	1.42984427646874E-8	0.333333333333333	13.0	0.335988124514579	6.8076923076923	0.756410256410256	0.0	0.0	3.0	         4.25	            4	            4	            4	            5	            5	      4.25	         4	         4	         4	         5	         5	        2	        1	        0	        1	        0	        4	         0.50	          0.25	         0.00	          0.25	           0.00	           1.00	         0	                 0.00	         2	         1	         0	         1	         0	         4	          0.50	           0.25	          0.00	           0.25	            0.00	            1.00	               2	               1	               0	               1	               0	               4	                0.50	                 0.25	                0.00	                 0.25	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rezek, I.	3	Rezek, Dr Iead	80.0	3.0	3.0	11.0	46.0	0.00138557889486227	0.0228260271705477	0.00413406450456577	6.24026845765109E-6	0.363636363636363	13.0	0.256889847157185	8.24358974358974	0.749417249417249	0.0	0.0	3.0	         4.25	            3	            3	            4	            7	            7	      4.25	         3	         3	         4	         7	         7	        2	        2	        0	        0	        0	        4	         0.50	          0.50	         0.00	          0.00	           0.00	           1.00	         0	                 0.00	         2	         2	         0	         0	         0	         4	          0.50	           0.50	          0.00	           0.00	            0.00	            1.00	               2	               2	               0	               0	               0	               4	                0.50	                 0.50	                0.00	                 0.00	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rezek, I.	4	
Dr Rezvani, K.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         8.00	            3	            3	           10	           11	           13	      8.00	         3	         3	        10	        11	        13	        2	        0	        2	        0	        1	        5	         0.40	          0.00	         0.40	          0.00	           0.20	           1.00	         0	                 0.00	         2	         0	         2	         0	         1	         5	          0.40	           0.00	          0.40	           0.00	            0.20	            1.00	               2	               0	               2	               0	               1	               5	                0.40	                 0.00	                0.40	                 0.00	                  0.20	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rezvani, K.	1	Rezvani, Dr Katayoun (Katy)	213.0	1.0	7.0	9.0	295.0	0.0194248770368632	0.0324963835389051	0.00891625931027279	0.00799164019349692	0.214078374455732	71.0	0.056896587388141	46.408369611609	0.875629615313378	1.0	1.0	3.0	        10.00	            5	           10	           11	           12	           13	     10.00	         5	        10	        11	        12	        13	        2	        0	        1	        0	        5	        8	         0.25	          0.00	         0.13	          0.00	           0.63	           1.00	         0	                 0.00	         2	         0	         1	         0	         5	         8	          0.25	           0.00	          0.13	           0.00	            0.63	            1.00	               2	               0	               1	               0	               5	               8	                0.25	                 0.00	                0.13	                 0.00	                  0.63	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rezvani, K.	2	Rezvani, Dr Katayoun (Katy)	213.0	2.0	12.0	24.0	601.0	0.00879140200883536	0.0525271233929391	0.00545129943058755	7.69530814517011E-6	0.215584415584415	123.0	0.110091660745852	48.4883468834688	0.8658633372048	1.0	1.0	3.0	         9.44	            2	            9	           10	           11	           11	      9.44	         2	         9	        10	        11	        11	        2	        1	        3	        0	       10	       16	         0.13	          0.06	         0.19	          0.00	           0.63	           1.00	         0	                 0.00	         2	         1	         3	         0	        10	        16	          0.13	           0.06	          0.19	           0.00	            0.63	            1.00	               2	               0	               3	               0	              10	              15	                0.13	                 0.00	                0.19	                 0.00	                  0.63	                  0.94	              0	              1	              0	              0	              0	              1	               0.00	                0.06	               0.00	                0.00	                 0.00	                 0.06
Dr Rezvani, K.	3	Rezvani, Dr Katayoun (Katy)	213.0	3.0	18.0	45.0	946.0	0.0103288608526096	0.0726994550567331	0.00486364639158182	2.50280747587008E-5	0.167419451972297	152.0	0.0825257379631964	74.3851624800637	0.907136127805655	1.0	1.0	3.0	         8.24	            1	            6	            9	           11	           16	      8.60	         2	         7	         9	        12	        16	        6	        4	        3	        0	        8	       21	         0.29	          0.19	         0.14	          0.00	           0.38	           1.00	         1	                 0.05	         5	         4	         3	         0	         8	        20	          0.24	           0.19	          0.14	           0.00	            0.38	            0.95	               5	               2	               3	               0	               8	              18	                0.24	                 0.10	                0.14	                 0.00	                  0.38	                  0.86	              0	              2	              0	              0	              0	              2	               0.00	                0.10	               0.00	                0.00	                 0.00	                 0.10
Dr Rezvani, K.	4	
Professor Riboli, E.M.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         6.27	            1	            3	            5	            8	           27	      6.55	         2	         3	         5	         8	        27	       27	       41	       20	       15	       15	      118	         0.23	          0.35	         0.17	          0.13	           0.13	           1.00	         6	                 0.05	        21	        41	        20	        15	        15	       112	          0.18	           0.35	          0.17	           0.13	            0.13	            0.95	              17	              36	              17	              14	              15	              99	                0.14	                 0.31	                0.14	                 0.12	                  0.13	                  0.84	              4	              5	              3	              1	              0	             13	               0.03	                0.04	               0.03	                0.01	                 0.00	                 0.11
Professor Riboli, E.M.	1	Riboli, Professor Elio BSc MD MSc	473.0	1.0	35.0	62.0	3528.0	0.0934593140452856	0.169620572357062	0.00965318866446012	0.048686765892445	0.164335340435386	780.0	0.0334012870482201	235.471630218033	0.92341815771778	3.0	1.0	5.0	        14.16	            1	            6	            9	           20	           99	     14.38	         2	         6	         9	        20	        99	        4	       17	        2	        8	       31	       62	         0.06	          0.27	         0.03	          0.13	           0.50	           1.00	         1	                 0.02	         3	        17	         2	         8	        31	        61	          0.05	           0.27	          0.03	           0.13	            0.50	            0.98	               3	              14	               2	               8	              31	              58	                0.05	                 0.23	                0.03	                 0.13	                  0.50	                  0.94	              0	              3	              0	              0	              0	              3	               0.00	                0.05	               0.00	                0.00	                 0.00	                 0.05
Professor Riboli, E.M.	2	Riboli, Professor Elio BSc MD MSc	473.0	2.0	46.0	154.0	6714.0	0.0740989597887551	0.205957816072733	0.00638765877638555	2.30991726388367E-5	0.147144553600345	2804.0	0.0353225362947081	438.052482886195	0.928077294250413	3.0	1.0	5.0	        28.85	            1	           14	           38	           41	           49	     29.15	         2	        14	        38	        41	        49	        1	       15	        2	       14	       60	       92	         0.01	          0.16	         0.02	          0.15	           0.65	           1.00	         1	                 0.01	         0	        15	         2	        14	        60	        91	          0.00	           0.16	          0.02	           0.15	            0.65	            0.99	               0	              12	               2	              14	              60	              88	                0.00	                 0.13	                0.02	                 0.15	                  0.65	                  0.96	              0	              3	              0	              0	              0	              3	               0.00	                0.03	               0.00	                0.00	                 0.00	                 0.03
Professor Riboli, E.M.	3	Riboli, Professor Elio BSc MD MSc	473.0	3.0	48.0	267.0	8567.0	0.0998876421477984	0.237601594565281	0.00570391886242042	0.00673468424084364	0.109092182862674	4914.0	0.0281981839405388	753.25988725104	0.949886364755411	3.0	1.0	5.0	        37.46	            2	           34	           38	           44	           73	     37.46	         2	        34	        38	        44	        73	        0	       14	        0	        9	      104	      127	         0.00	          0.11	         0.00	          0.07	           0.82	           1.00	         0	                 0.00	         0	        14	         0	         9	       104	       127	          0.00	           0.11	          0.00	           0.07	            0.82	            1.00	               0	              14	               0	               9	             104	             127	                0.00	                 0.11	                0.00	                 0.07	                  0.82	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Professor Riboli, E.M.	4	
Professor Richardson, S.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         3.68	            1	            2	            3	            4	           12	      3.89	         2	         2	         3	         4	        12	       18	       13	       19	        2	        5	       57	         0.32	          0.23	         0.33	          0.04	           0.09	           1.00	         4	                 0.07	        14	        13	        19	         2	         5	        53	          0.25	           0.23	          0.33	           0.04	            0.09	            0.93	              14	               9	              17	               2	               5	              47	                0.25	                 0.16	                0.30	                 0.04	                  0.09	                  0.82	              0	              4	              2	              0	              0	              6	               0.00	                0.07	               0.04	                0.00	                 0.00	                 0.11
Professor Richardson, S.	1	Richardson, Professor Sylvia	474.0	1.0	11.0	12.0	422.0	 	 	 	 	 	 	 	 	 	3.0	0.0	5.0	        10.31	            2	            2	            3	           10	           64	     10.31	         2	         2	         3	        10	        64	        2	        5	        2	        1	        3	       13	         0.15	          0.38	         0.15	          0.08	           0.23	           1.00	         0	                 0.00	         2	         5	         2	         1	         3	        13	          0.15	           0.38	          0.15	           0.08	            0.23	            1.00	               2	               2	               2	               1	               3	              10	                0.15	                 0.15	                0.15	                 0.08	                  0.23	                  0.77	              0	              3	              0	              0	              0	              3	               0.00	                0.23	               0.00	                0.00	                 0.00	                 0.23
Professor Richardson, S.	2	Richardson, Professor Sylvia	474.0	2.0	16.0	30.0	774.0	0.0202516224846385	0.168903563923413	0.0059139120887944	5.17883963826442E-6	0.268531976744186	143.0	0.0271836582341944	99.5974802974802	0.772073490678141	3.0	0.0	5.0	         8.28	            2	            3	            3	            5	           62	      8.28	         2	         3	         3	         5	        62	        2	        6	        5	        0	        5	       18	         0.11	          0.33	         0.28	          0.00	           0.28	           1.00	         0	                 0.00	         2	         6	         5	         0	         5	        18	          0.11	           0.33	          0.28	           0.00	            0.28	            1.00	               2	               3	               4	               0	               5	              14	                0.11	                 0.17	                0.22	                 0.00	                  0.28	                  0.78	              0	              3	              1	              0	              0	              4	               0.00	                0.17	               0.06	                0.00	                 0.00	                 0.22
Professor Richardson, S.	3	Richardson, Professor Sylvia	474.0	3.0	16.0	50.0	857.0	0.00592020073259335	0.0788768916247366	0.00493643981859509	4.00552407401829E-5	0.0962072155411655	69.0	0.0600112165662295	43.6340579710145	0.928384212149244	3.0	0.0	5.0	         4.23	            2	            3	            4	            5	            9	      4.23	         2	         3	         4	         5	         9	        1	       12	        6	        2	        1	       22	         0.05	          0.55	         0.27	          0.09	           0.05	           1.00	         0	                 0.00	         1	        12	         6	         2	         1	        22	          0.05	           0.55	          0.27	           0.09	            0.05	            1.00	               1	               9	               6	               2	               1	              19	                0.05	                 0.41	                0.27	                 0.09	                  0.05	                  0.86	              0	              3	              0	              0	              0	              3	               0.00	                0.14	               0.00	                0.00	                 0.00	                 0.14
Professor Richardson, S.	4	
Professor Roberts, I.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         7.86	            1	            3	            5	            7	           50	      8.32	         2	         3	         5	         7	        50	        9	       23	        6	        7	       18	       63	         0.14	          0.37	         0.10	          0.11	           0.29	           1.00	         4	                 0.06	         5	        23	         6	         7	        18	        59	          0.08	           0.37	          0.10	           0.11	            0.29	            0.94	               5	              18	               6	               7	              18	              54	                0.08	                 0.29	                0.10	                 0.11	                  0.29	                  0.86	              0	              5	              0	              0	              0	              5	               0.00	                0.08	               0.00	                0.00	                 0.00	                 0.08
Professor Roberts, I.	1	Roberts, Professor Irene	475.0	1.0	18.0	31.0	1404.0	0.0300535833400526	0.0627676625814172	0.00954627949772843	0.0186144177710267	0.146341463414634	 	 	 	 	3.0	1.0	3.0	         8.09	            2	            5	            7	           11	           30	      8.09	         2	         5	         7	        11	        30	        3	        6	       10	        6	        8	       33	         0.09	          0.18	         0.30	          0.18	           0.24	           1.00	         0	                 0.00	         3	         6	        10	         6	         8	        33	          0.09	           0.18	          0.30	           0.18	            0.24	            1.00	               3	               5	              10	               6	               8	              32	                0.09	                 0.15	                0.30	                 0.18	                  0.24	                  0.97	              0	              1	              0	              0	              0	              1	               0.00	                0.03	               0.00	                0.00	                 0.00	                 0.03
Professor Roberts, I.	2	Roberts, Professor Irene	475.0	2.0	23.0	54.0	2005.0	0.0109892525110442	0.0724327234418772	0.00572692617545825	7.8458243835555E-6	0.136645962732919	107.0	0.0443419942463486	61.7551179350244	0.882215970500349	3.0	1.0	3.0	         6.04	            1	            2	            6	            8	           17	      6.27	         2	         3	         6	         8	        17	        2	        7	        3	        4	        7	       23	         0.09	          0.30	         0.13	          0.17	           0.30	           1.00	         1	                 0.04	         1	         7	         3	         4	         7	        22	          0.04	           0.30	          0.13	           0.17	            0.30	            0.96	               1	               3	               2	               4	               7	              17	                0.04	                 0.13	                0.09	                 0.17	                  0.30	                  0.74	              0	              4	              1	              0	              0	              5	               0.00	                0.17	               0.04	                0.00	                 0.00	                 0.22
Professor Roberts, I.	3	Roberts, Professor Irene	475.0	3.0	24.0	66.0	2120.0	0.00428269840230157	0.03499619111421	0.00440219657130663	6.18909693808737E-6	0.253119429590017	47.0	0.0970298986245447	27.3735224586288	0.805103601724377	3.0	1.0	3.0	         6.29	            1	            2	            3	            8	           28	      6.69	         2	         2	         3	         8	        28	        4	        5	        2	        1	        2	       14	         0.29	          0.36	         0.14	          0.07	           0.14	           1.00	         1	                 0.07	         3	         5	         2	         1	         2	        13	          0.21	           0.36	          0.14	           0.07	            0.14	            0.93	               3	               3	               2	               1	               2	              11	                0.21	                 0.21	                0.14	                 0.07	                  0.14	                  0.79	              0	              2	              0	              0	              0	              2	               0.00	                0.14	               0.00	                0.00	                 0.00	                 0.14
Professor Roberts, I.	4	
Dr Roberts, N.J.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         5.00	            4	            4	            5	            6	            6	      5.00	         4	         4	         5	         6	         6	        1	        0	        0	        1	        1	        3	         0.33	          0.00	         0.00	          0.33	           0.33	           1.00	         0	                 0.00	         1	         0	         0	         1	         1	         3	          0.33	           0.00	          0.00	           0.33	            0.33	            1.00	               1	               0	               0	               1	               1	               3	                0.33	                 0.00	                0.00	                 0.33	                  0.33	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Roberts, N.J.	1	Roberts, Dr Nicola Jane	81.0	1.0	2.0	3.0	57.0	 	 	 	 	 	 	 	 	 	0.0	0.0	3.0	         6.00	            5	            5	            7	            7	            7	      6.00	         5	         5	         7	         7	         7	        1	        0	        1	        0	        0	        2	         0.50	          0.00	         0.50	          0.00	           0.00	           1.00	         0	                 0.00	         1	         0	         1	         0	         0	         2	          0.50	           0.00	          0.50	           0.00	            0.00	            1.00	               1	               0	               1	               0	               0	               2	                0.50	                 0.00	                0.50	                 0.00	                  0.00	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Roberts, N.J.	2	Roberts, Dr Nicola Jane	81.0	2.0	7.0	11.0	186.0	0.00361075439648595	0.0191534369844986	0.00537989797319183	6.0078123652378E-4	0.462450592885375	34.0	0.166934192342461	17.0460784313725	0.741133844842284	0.0	0.0	3.0	         2.40	            2	            2	            2	            3	            3	      2.40	         2	         2	         2	         3	         3	        2	        2	        1	        0	        0	        5	         0.40	          0.40	         0.20	          0.00	           0.00	           1.00	         0	                 0.00	         2	         2	         1	         0	         0	         5	          0.40	           0.40	          0.20	           0.00	            0.00	            1.00	               2	               0	               1	               0	               0	               3	                0.40	                 0.00	                0.20	                 0.00	                  0.00	                  0.60	              0	              2	              0	              0	              0	              2	               0.00	                0.40	               0.00	                0.00	                 0.00	                 0.40
Dr Roberts, N.J.	3	Roberts, Dr Nicola Jane	81.0	3.0	9.0	27.0	295.0	0.00780962649831463	0.0545529449168699	0.00489846634294318	2.6685463215116E-5	0.288736118455843	100.0	0.0886648999332562	50.2637499999999	0.810705645161289	0.0	0.0	3.0	         3.58	            2	            3	            3	            5	            6	      3.58	         2	         3	         3	         5	         6	        5	        0	        5	        1	        1	       12	         0.42	          0.00	         0.42	          0.08	           0.08	           1.00	         0	                 0.00	         5	         0	         5	         1	         1	        12	          0.42	           0.00	          0.42	           0.08	            0.08	            1.00	               5	               0	               5	               1	               1	              12	                0.42	                 0.00	                0.42	                 0.08	                  0.08	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Roberts, N.J.	4	
Dr Robertson, B.D.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         4.38	            1	            2	            4	            6	           17	      4.63	         2	         2	         4	         6	        17	       16	       18	        7	       10	        7	       58	         0.28	          0.31	         0.12	          0.17	           0.12	           1.00	         4	                 0.07	        12	        18	         7	        10	         7	        54	          0.21	           0.31	          0.12	           0.17	            0.12	            0.93	               9	              15	               7	              10	               7	              48	                0.16	                 0.26	                0.12	                 0.17	                  0.12	                  0.83	              3	              3	              0	              0	              0	              6	               0.05	                0.05	               0.00	                0.00	                 0.00	                 0.10
Dr Robertson, B.D.	1	Robertson, Dr Brian Douglas	214.0	1.0	6.0	6.0	235.0	 	 	 	 	 	 	 	 	 	1.0	0.0	3.0	         3.83	            2	            3	            4	            4	            7	      3.83	         2	         3	         4	         4	         7	        0	        3	        3	        0	        0	        6	         0.00	          0.50	         0.50	          0.00	           0.00	           1.00	         0	                 0.00	         0	         3	         3	         0	         0	         6	          0.00	           0.50	          0.50	           0.00	            0.00	            1.00	               0	               2	               2	               0	               0	               4	                0.00	                 0.33	                0.33	                 0.00	                  0.00	                  0.67	              0	              1	              1	              0	              0	              2	               0.00	                0.17	               0.17	                0.00	                 0.00	                 0.33
Dr Robertson, B.D.	2	Robertson, Dr Brian Douglas	214.0	2.0	12.0	20.0	439.0	0.00847742336566266	0.0434935739244152	0.00539456645008823	1.65531571463928E-5	0.229909154437456	123.0	0.0957451656794583	44.0544489611562	0.815823128910301	1.0	0.0	3.0	         6.67	            2	            4	            5	            8	           23	      6.67	         2	         4	         5	         8	        23	        0	        8	        1	        0	        3	       12	         0.00	          0.67	         0.08	          0.00	           0.25	           1.00	         0	                 0.00	         0	         8	         1	         0	         3	        12	          0.00	           0.67	          0.08	           0.00	            0.25	            1.00	               0	               7	               1	               0	               3	              11	                0.00	                 0.58	                0.08	                 0.00	                  0.25	                  0.92	              0	              1	              0	              0	              0	              1	               0.00	                0.08	               0.00	                0.00	                 0.00	                 0.08
Dr Robertson, B.D.	3	Robertson, Dr Brian Douglas	214.0	3.0	12.0	29.0	451.0	 	 	 	 	 	 	 	 	 	1.0	0.0	3.0	         7.08	            1	            3	            4	           15	           22	      8.30	         2	         3	         6	        15	        22	        2	        3	        3	        0	        4	       12	         0.17	          0.25	         0.25	          0.00	           0.33	           1.00	         2	                 0.17	         0	         3	         3	         0	         4	        10	          0.00	           0.25	          0.25	           0.00	            0.33	            0.83	               0	               2	               3	               0	               4	               9	                0.00	                 0.17	                0.25	                 0.00	                  0.33	                  0.75	              0	              1	              0	              0	              0	              1	               0.00	                0.08	               0.00	                0.00	                 0.00	                 0.08
Dr Robertson, B.D.	4	
Professor Robinson, D.S.F.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         5.77	            1	            3	            6	            8	           15	      6.12	         2	         3	         6	         8	        15	       34	       27	       20	        7	       27	      115	         0.30	          0.23	         0.17	          0.06	           0.23	           1.00	         8	                 0.07	        26	        27	        20	         7	        27	       107	          0.23	           0.23	          0.17	           0.06	            0.23	            0.93	              26	              13	              20	               7	              27	              93	                0.23	                 0.11	                0.17	                 0.06	                  0.23	                  0.81	              0	             14	              0	              0	              0	             14	               0.00	                0.12	               0.00	                0.00	                 0.00	                 0.12
Professor Robinson, D.S.F.	1	Robinson, Professor Douglas S F	476.0	1.0	13.0	17.0	1397.0	0.149534902472457	0.755002982131682	0.0112780561689618	0.231485456348441	0.0985932456520691	541.0	0.00888773766009817	385.546693390967	0.944967385762175	3.0	0.0	4.0	         5.77	            1	            2	            4	            9	           19	      6.00	         2	         3	         4	         9	        19	        6	        6	        2	        3	        5	       22	         0.27	          0.27	         0.09	          0.14	           0.23	           1.00	         1	                 0.05	         5	         6	         2	         3	         5	        21	          0.23	           0.27	          0.09	           0.14	            0.23	            0.95	               5	               3	               2	               3	               5	              18	                0.23	                 0.14	                0.09	                 0.14	                  0.23	                  0.82	              0	              3	              0	              0	              0	              3	               0.00	                0.14	               0.00	                0.00	                 0.00	                 0.14
Professor Robinson, D.S.F.	2	Robinson, Professor Douglas S F	476.0	2.0	23.0	36.0	2689.0	0.00737849811455824	0.0652045548529427	0.00558695636169648	5.84405262448394E-4	0.167437557816836	58.0	0.0586146806762259	41.1264367816091	0.875030569821471	3.0	0.0	4.0	         4.19	            1	            2	            3	            6	           17	      4.77	         2	         2	         4	         6	        17	        5	       11	        3	        4	        3	       26	         0.19	          0.42	         0.12	          0.15	           0.12	           1.00	         4	                 0.15	         1	        11	         3	         4	         3	        22	          0.04	           0.42	          0.12	           0.15	            0.12	            0.85	               1	               3	               3	               4	               3	              14	                0.04	                 0.12	                0.12	                 0.15	                  0.12	                  0.54	              0	              8	              0	              0	              0	              8	               0.00	                0.31	               0.00	                0.00	                 0.00	                 0.31
Professor Robinson, D.S.F.	3	Robinson, Professor Douglas S F	476.0	3.0	25.0	44.0	2865.0	0.00226731091886553	0.00837113150770656	0.00459734244693727	5.89556201637394E-7	0.477124183006536	10.0	0.253706069574559	4.92142857142857	0.492142857142857	3.0	0.0	4.0	         6.25	            2	            3	            5	           10	           17	      6.25	         2	         3	         5	        10	        17	        0	        7	        1	        2	        2	       12	         0.00	          0.58	         0.08	          0.17	           0.17	           1.00	         0	                 0.00	         0	         7	         1	         2	         2	        12	          0.00	           0.58	          0.08	           0.17	            0.17	            1.00	               0	               4	               1	               2	               2	               9	                0.00	                 0.33	                0.08	                 0.17	                  0.17	                  0.75	              0	              3	              0	              0	              0	              3	               0.00	                0.25	               0.00	                0.00	                 0.00	                 0.25
Professor Robinson, D.S.F.	4	
Dr Rogers, D.F.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         3.48	            1	            2	            3	            4	           16	      3.85	         2	         3	         3	         5	        16	       36	       35	       14	        3	        4	       92	         0.39	          0.38	         0.15	          0.03	           0.04	           1.00	        12	                 0.13	        24	        35	        14	         3	         4	        80	          0.26	           0.38	          0.15	           0.03	            0.04	            0.87	              24	              26	              14	               3	               4	              71	                0.26	                 0.28	                0.15	                 0.03	                  0.04	                  0.77	              0	              9	              0	              0	              0	              9	               0.00	                0.10	               0.00	                0.00	                 0.00	                 0.10
Dr Rogers, D.F.	1	Rogers, Dr Duncan Fraser	308.0	1.0	13.0	17.0	664.0	 	 	 	 	 	 	 	 	 	2.0	0.0	4.0	         3.82	            1	            1	            2	            5	           19	      6.33	         2	         3	         5	         7	        19	        8	        3	        3	        2	        1	       17	         0.47	          0.18	         0.18	          0.12	           0.06	           1.00	         8	                 0.47	         0	         3	         3	         2	         1	         9	          0.00	           0.18	          0.18	           0.12	            0.06	            0.53	               0	               1	               3	               2	               1	               7	                0.00	                 0.06	                0.18	                 0.12	                  0.06	                  0.41	              0	              2	              0	              0	              0	              2	               0.00	                0.12	               0.00	                0.00	                 0.00	                 0.12
Dr Rogers, D.F.	2	Rogers, Dr Duncan Fraser	301.0	2.0	16.0	24.0	856.0	0.0017268825374498	0.00396710205479358	0.00535832208559234	1.4872111986311E-6	0.49090909090909	19.0	0.189546503784426	7.66749069643806	0.697044608767097	2.0	0.0	4.0	         2.71	            1	            1	            1	            5	            8	      5.00	         2	         2	         5	         8	         8	        5	        0	        1	        0	        1	        7	         0.71	          0.00	         0.14	          0.00	           0.14	           1.00	         4	                 0.57	         1	         0	         1	         0	         1	         3	          0.14	           0.00	          0.14	           0.00	            0.14	            0.43	               1	               0	               1	               0	               1	               3	                0.14	                 0.00	                0.14	                 0.00	                  0.14	                  0.43	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
Dr Rogers, D.F.	3	Rogers, Dr Duncan Fraser	301.0	3.0	17.0	28.0	899.0	0.00138557889486227	0.00110899723517794	0.00428510060676823	5.6789636666072E-6	0.672727272727272	12.0	0.233057840206619	5.74166666666666	0.521969696969697	2.0	0.0	4.0	         4.00	            1	            2	            3	           10	           10	      5.00	         2	         2	         3	        10	        10	        1	        2	        0	        0	        1	        4	         0.25	          0.50	         0.00	          0.00	           0.25	           1.00	         1	                 0.25	         0	         2	         0	         0	         1	         3	          0.00	           0.50	          0.00	           0.00	            0.25	            0.75	               0	               1	               0	               0	               1	               2	                0.00	                 0.25	                0.00	                 0.00	                  0.25	                  0.50	              0	              1	              0	              0	              0	              1	               0.00	                0.25	               0.00	                0.00	                 0.00	                 0.25
Dr Rogers, D.F.	4	
Dr Rogers, N.J.	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	         5.40	            3	            5	            5	            6	            8	      5.40	         3	         5	         5	         6	         8	        2	        0	        1	        0	        2	        5	         0.40	          0.00	         0.20	          0.00	           0.40	           1.00	         0	                 0.00	         2	         0	         1	         0	         2	         5	          0.40	           0.00	          0.20	           0.00	            0.40	            1.00	               2	               0	               1	               0	               2	               5	                0.40	                 0.00	                0.20	                 0.00	                  0.40	                  1.00	              0	              0	              0	              0	              0	              0	               0.00	                0.00	               0.00	                0.00	                 0.00	                 0.00
